ID,LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default Status
24235,22,31,38386,4726,38597,,,,3,1,,,,,Not Default
24236,19,31,1453,16773,114791,16414,9698,97,4,9844,3283,24,3297,3325,Not Default
24237,2,23,18337,19317,19645,19935,,,162,171,1,,,,Default
24238,8,31,6887,171,1125,1613,,4811,171,1125,1613,,4811,,Not Default
24239,5,29,51234,51227,5936,49823,599,5998,23,21,2,2,21,3,Not Default
2424,5,3,13745,-4338,46881,47832,46783,4789,125,52,2,,2,37,Not Default
24241,36,31,34831,29791,1913,17929,2759,3436,559,1383,2,33,29,218,Not Default
24242,9,3,4768,41789,42913,44388,45348,48454,2,21,25,2,4,,Not Default
24243,2.00E+00,3,,68,11,15,142,,68,11,15,142,,,Not Default
24244,41,3,711,9173,7259,843,513,564,9222,836,8542,5155,589,1827,Not Default
24245,33,31,16542,16346,137664,3381,4635,449,9,7558,5,4254,3,2,Not Default
24246,1.00E+00,3,96846,98364,21255,,,,555,149,,,,,Not Default
24247,2.00E+00,31,6961,3848,4581,61,,,3853,4581,612,,,,Not Default
24248,11,3,47755,15484,-41,,67942,53947,1525,,41,19332,24,2,Not Default
24249,9,31,33868,34614,33776,34767,3554,36249,16,,1563,13,13,1438,Default
2425,32,3,2631,28236,29368,16578,129187,124967,2728,224,16578,46,5,45,Not Default
24251,7,3,832,416,832,416,416,1132,,832,,416,1132,,Not Default
24252,22,3,9121,9193,76832,66879,55495,43369,4,3,2271,29,1469,2,Not Default
24253,18,32,2291,27382,21883,196524,192243,186537,,782,7,7,5,6,Default
24254,18,31,1285,11784,13589,1531,3169,516,2,2,2,1,2,1,Not Default
24255,24,31,231467,231619,234261,231597,4229,26348,85,9358,514,864,527,,Default
24256,14,3,7568,58294,59571,6793,62797,64298,21,22,22,3,25,28,Default
24257,28,3,1697,1155,113877,115223,11693,11267,69,66,47,51,,42,Not Default
24258,3,31,1417,14779,14252,1625,15647,1791,12,,22,,17,,Default
24259,2,31,538,,184,184,5932,7725,,184,,5924,2,2451,Not Default
2426,8,29,58246,6165,,,,,5,,,,,,Not Default
24261,23,3,171861,157389,161622,16251,163329,16156,1,1,8,1,7,7,Not Default
24262,2.00E+00,3,143266,113676,116355,11782,116296,6792,6,6,5,6,3,1611,Default
24263,52,29,464541,388685,2811,18481,1833,89199,15521,1423,7215,412,317,328,Not Default
24264,4.00E+00,29,237425,242225,246475,252429,25751,262931,86,8,9,82,85,85,Default
24265,3,25,836,836,836,39,39,39,836,836,39,39,39,,Not Default
24266,37,31,3565,39837,41576,44178,47838,54341,5,3,5,5,8,1,Not Default
24267,15,31,5,15338,,,65,143,15338,,,65,143,12,Not Default
24268,8,26,27897,24833,23331,21964,19664,2544,,1527,15,54,2544,2789,Default
24269,43,26,438795,438691,437284,435832,345499,228818,18,18,1657,1183,1563,1,Not Default
2427,2,24,19498,1356,1492,1474,11198,12198,2,1254,1,724,1,1,Default
24271,5,27,49321,47912,39421,4165,41198,43766,17,2,17,17,34,1,Not Default
24272,6,24,48945,52362,51255,52119,52866,53969,4549,,2313,244,211,25,Default
24273,36,28,2988,2766,2766,2766,3373,542,2766,2766,2766,3373,542,1,Not Default
24274,28,31,-1,-1,-1,-1,-1,219,,,8215,,22,1124,Not Default
24275,36,29,18454,16419,12932,91329,82929,747,628,632,99578,257,5376,2,Not Default
24276,42,32,6825,456,2556,24751,24984,24983,147,147,1332,963,877,1,Not Default
24277,32,31,4445,4959,4,3992,159,-1,4984,4121,412,1598,,,Not Default
24278,9,31,5287,7525,136,,,,25,3,,,,,Not Default
24279,36,33,5484,437,124,2181,1387,296,4317,126,2181,,296,181,Default
2428,7,3,68668,6575,67879,69161,68264,61757,2347,3182,3144,26,236,13,Not Default
24281,5,26,468,3756,195,4226,8956,9361,17,1,4226,5,7,6,Not Default
24282,2.00E+00,3,141785,144933,14813,148137,15155,154728,7,7,4,4,4,4,Not Default
24283,25,31,,,766,,,,,766,145,,,2758,Not Default
24284,15,33,134,185,429,-1,1999,1559,1815,4354,,29,161,9855,Not Default
24285,35,33,694,1436,1857,12688,6344,5376,1524,1916,12745,6344,22,7186,Not Default
24286,3,32,28729,2835,1684,4432,24621,2573,2,2,2,261,1,11,Not Default
24287,2.00E+00,3,173639,17665,179754,182763,18457,18491,731,7459,7468,6275,3,,Not Default
24288,2.00E+00,32,78284,1532,,,,,55,,,,,2842,Not Default
24289,15,29,1282,112174,6263,6824,1824,14631,12186,6263,6824,1,1,1,Not Default
2429,19,3,138429,141192,144484,14876,48776,49853,4555,558,6489,162,1716,2286,Not Default
24291,34,3,2865,2611,3255,5792,2327,22659,2,3255,5792,22659,2,1,Not Default
24292,36,31,,951,376,752,,,951,376,752,,,,Not Default
24293,28,3,17913,38,5118,38,38,38,38,5118,38,38,38,38,Not Default
24294,3,47,29119,29827,29583,29166,2966,298,15,219,14,6,58,,Not Default
24295,3.00E+00,35,,,,,,,,,,,,,Not Default
24296,22,37,217638,213843,211233,194579,96213,2754,756,237,7991,4191,719,49,Not Default
24297,8,41,817,6361,5899,52599,52519,46945,2385,528,21595,5541,157,362,Not Default
24298,3,4,281,23534,22875,24155,23739,22124,34,,2,15,9,138,Default
24299,4,37,968,12127,11647,13138,1493,17664,3,,2,2,3,2,Not Default
243,2.00E+00,29,1459,151564,115836,122359,122588,119266,12,,1,5,,6,Not Default
2431,2.00E+00,3,83149,94976,1688,11572,122236,13413,1355,1359,12356,125,1413,49,Not Default
2432,11,29,75,7115,72517,72537,556,72442,7122,5,5,5,22,5,Not Default
2433,1.00E+00,31,93975,953,96611,97947,9562,77323,35,4,45,6,24,29,Default
2434,2,34,39,18864,19499,1978,78,,18864,1329,1,,,,Default
2435,12,46,14153,98955,96298,957,89442,92756,45,44,44,31,66,35,Not Default
2436,28,37,8529,71353,6768,65173,62564,59638,2625,2497,2914,1921,21,127,Not Default
2437,28,3,29161,1498,237367,233819,19889,18964,1282,233836,6935,5931,19157,595,Not Default
2438,3.00E+00,42,,159,83,486,-712,-137,159,83,8,387,,,Not Default
2439,42,43,3542,2967,2977,2987,3624,3165,31,335,329,3637,3222,325,Not Default
2431,8,41,11688,8739,1926,3355,6127,25675,8739,1926,3362,6127,25675,766,Not Default
24311,36,49,15,39,39,75,93,54,39,39,75,93,15,54,Default
24312,26,37,981,11115,1193,12954,14246,15733,1485,13,1229,1521,1728,161,Not Default
24313,26,32,5227,11,1499,19623,212,2466,5,5,5,716,776,5,Not Default
24314,11,32,64651,6592,6729,68652,69552,718,2941,326,376,2638,2728,2742,Not Default
24315,4.00E+00,32,271974,337765,138235,13612,3334,63684,1.00E+00,17,361,22,3582,213,Not Default
24316,2,32,15598,1555,16511,15953,1619,16777,,2,,8,1,1,Default
24317,17,35,13646,139216,143695,14555,154113,151786,48,65,55,1774,,55,Not Default
24318,7,35,27915,319,31914,32394,31574,3453,3577,17,13,,3,1385,Not Default
24319,21,39,84,1665,61,,,,1665,61,,,,3514,Not Default
2432,1,38,6798,855,783,8623,9527,978,15,,11,1,54,,Default
24321,78,48,171459,178587,19663,195124,184872,1919,1,154,1,8,128,73,Not Default
24322,42,35,41376,41413,41786,348345,28715,261219,1548,1678,12638,57,214,1127,Not Default
24323,28,44,295786,35529,31181,313242,151292,152318,15,1472,11334,11,6,2.00E+00,Not Default
24324,5,46,39,17,78,39,78,4418,17,1,,78,4418,317,Not Default
24325,5,49,4926,5197,511,53469,5337,4693,3,,5,25,,4,Default
24326,6,33,32961,31379,31328,395,3237,28461,1799,3,142,2,1164,2,Not Default
24327,2,33,1833,17797,18731,1961,1898,38766,1291,1324,132,672,71,788,Not Default
24328,17,35,148655,15727,15485,15893,165924,163176,6,8,,19172,,1221,Default
24329,33,48,651,8346,8952,2732,2732,2732,8387,8996,2745,2745,2745,2734,Not Default
2433,3,37,2829,22689,2243,23367,24983,25437,25,,2,2,1,,Default
24331,35,42,671,671,671,671,671,3727,671,671,671,671,3727,821,Default
24332,29,49,19365,127336,12588,123694,123518,124246,4126,434,4,5,41,45,Not Default
24333,5,49,49943,47585,47582,21391,21867,19774,,25,13,2,7,1,Default
24334,2,45,,39,,78,,,78,,78,,,,Not Default
24335,3,38,18526,12529,5937,588,168,,15,5937,5888,168,,,Default
24336,5,37,5239,49642,48381,44113,8522,17948,1799,26,114,17,17948,188,Not Default
24337,7,39,6333,62711,57774,47326,591,5559,524,543,5,5,5,5,Not Default
24338,31,33,232244,15798,84865,7995,45838,36252,4,3959,287,2,3,2,Not Default
24339,22,48,2858,1929,1417,9363,7898,5758,1,1417,161,525,,313,Not Default
2434,36,34,686,3821,1937,944,1219,2216,3821,1937,944,1219,2216,2,Not Default
24341,14,38,111,24629,22984,4456,3351,938,24633,166,4457,3353,938,,Not Default
24342,2.00E+00,38,12272,14978,15924,12663,979,9845,5,45,,35,35,9,Default
24343,2,42,1431,15665,1676,18214,18626,18196,16,16,21,1,,15,Default
24344,29,36,154923,159186,323836,112929,62375,63637,657,64,449,2,236,2912,Not Default
24345,3.00E+00,36,76382,16651,167541,16795,167974,17428,115718,795,659,5874,6116,63,Not Default
24346,2.00E+00,45,25,25,25,25,25,25,,,,,,,Default
24347,15,32,76215,72149,58228,38495,3587,24871,22365,1,3993,15838,1,778,Not Default
24348,24,39,177795,16791,161691,165177,132478,138979,8576,82,99,5,15,,Not Default
24349,45,32,166295,147549,234421,242,2416,223545,5771,9,1517,881,8265,9,Not Default
2435,2,32,15121,15424,15468,1182,1133,1768,17,1488,1172,393,415,616,Not Default
24351,5,45,5419,49331,48268,4975,49475,48575,,,2,1,1,2,Default
24352,19,33,98814,12174,1523,1797,-93,-483,5,5361,1,,,,Default
24353,39,41,2549,248886,24333,21825,199355,19736,956,8,75,75,75,71,Not Default
24354,9,36,91111,81784,97541,912,78285,7224,94,27,3,268,5293,34,Not Default
24355,12,39,93673,9559,11562,9437,89867,81617,4375,8485,524,64,5,373,Not Default
24356,21,33,396,396,396,396,1911,396,396,396,396,1911,396,396,Not Default
24357,5.00E+00,41,478623,466444,239921,184874,47774,34617,14,128,43,363,36,31,Not Default
24358,32,4,22155,1853,33968,8624,23217,15622,198,34151,86466,232242,3199,75,Not Default
24359,21,39,22861,6437,61813,5924,63483,58991,6536,7237,515,12,5,5,Not Default
2436,9,38,8994,8336,86181,86311,66572,68119,3,45,35,25,35,3,Default
24361,1.00E+00,34,-342,-342,-342,-342,1158,2485,,,,15,15,,Not Default
24362,36,37,,,,,,,,,,,,,Not Default
24363,4,37,2774,21778,2287,24993,24292,248,1355,1384,257,,899,26,Not Default
24364,8,41,,,,,,,,,,,,,Not Default
24365,3.00E+00,34,2915,1813,3397,424,5363,3572,1813,3555,424,5363,,5,Not Default
24366,13,43,1261,175,,1261,13161,39,175,817,1261,13161,39,39,Not Default
24367,48,41,,,,,,,,,,,,,Not Default
24368,32,39,31243,,18918,131916,2588,969,,18918,132846,134,1938,45313,Not Default
24369,33,37,,,,,,,,,,,,,Not Default
2437,7,38,63455,54722,5662,8235,4238,457,257,2322,1631,2942,1783,1723,Not Default
24371,24,46,26226,257969,25674,246364,127177,33622,92,12,57,32,12,1,Default
24372,21,32,24157,21165,2643,181945,52712,3574,159,112,8256,5,436,15394,Not Default
24373,5,47,39,39,78,78,39,39,39,78,39,,39,,Not Default
24374,5,39,886,2993,16653,9346,3424,13176,2112,16653,9354,3424,13176,1868,Not Default
24375,3,38,1785,1972,22978,2378,24994,2533,5,52,378,5,3,5,Not Default
24376,31,38,23285,158,,1312,4836,11795,158,142,1312,4836,11795,,Not Default
24377,23,4,11973,12912,111819,937,92122,61583,5,,37,3986,29,157,Not Default
24378,17,39,91289,74457,64374,63936,675,54248,2486,243,2224,1957,1917,3,Not Default
24379,18,39,,,,,,,,,,,,,Not Default
2438,33,49,5813,65,3775,159,,213,65,3775,159,,213,77,Not Default
24381,17,34,53145,52131,45987,35377,29141,21955,25,2,1514,16,1,22,Not Default
24382,16,33,1143,1387,16719,17485,18326,11635,5,6,4,41,42,42,Not Default
24383,5,32,15276,19797,1925,186,19697,2243,48,,,17,1,,Default
24384,6,33,56221,58271,58446,53368,-632,15368,3,3,3,,16,1,Not Default
24385,5.00E+00,49,12536,27882,3531,42145,7347,152769,2823,35477,4236,7387,153532,1563,Not Default
24386,23,44,-213,232,2249,2756,835,1766,5,2268,214,9,1766,7721,Not Default
24387,18,38,-47,-47,47,,,8,,517,,,8,,Not Default
24388,32,4,824,824,824,824,15273,1616,824,824,824,15273,1616,969,Not Default
24389,49,39,18946,16769,231,4849,296319,181627,1645,2324,2553,28695,17398,16111,Not Default
2439,21,43,197743,21949,2869,211925,48724,49743,75,1,985,1744,184,1816,Not Default
24391,5,33,22384,13538,9199,6879,6753,544,132,2,1284,264,19,39,Default
24392,16,33,2558,2624,1628,,,,1344,1,,,,,Not Default
24393,8,41,165578,15333,13317,19164,3272,11766,4351,352,1,3272,11766,174,Default
24394,22,49,141,58,1386,-14,616,137,58,1386,,6174,137,1341,Not Default
24395,2,46,7544,7277,8215,92,128,1613,,1215,12,128,6,,Default
24396,2.00E+00,49,416,416,416,,832,416,416,416,,1248,,416,Not Default
24397,3.00E+00,31,,,,,,,,,,,,,Default
24398,2,36,15,15,15,15,15,15,,,,,,,Default
24399,18,32,,144,-35,-35,-335,-335,144,,,,,,Not Default
244,2.00E+00,33,281,7114,1981,3959,5382,,7149,259,3978,543,,,Not Default
2441,14,38,53797,557,56128,56713,55796,56251,27,26,21,6,15,4545,Default
2442,15,36,5856,2629,99,45,2928,519,4914,99,45,2982,,993,Not Default
2443,16,4,19978,27563,2835,25186,361,2177,1,52,5,144,1,4,Not Default
2444,16,32,163695,1539,11596,7637,152837,15642,7,54,482,16317,5668,5958,Not Default
2445,2.00E+00,34,466,1242,46,941,2357,2945,1242,434,945,2366,2947,1143,Not Default
2446,2,49,19481,18756,-3744,1715,1725,,,,212,345,,,Default
2447,26,32,3581,-9,-9,1935,999,,,,1944,999,,,Not Default
2448,26,32,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,1198,Default
2449,62,42,7559,65572,5936,6479,61467,63159,35,25,25,23,3,25,Not Default
2441,5,37,3763,38672,39949,4225,25517,2655,2,22,14,1,1,1,Default
24411,2,32,39,39,39,,78,,39,39,,78,,,Not Default
24412,19,32,6415,8169,16,1633,11197,1197,2,2,1,1,1,1,Not Default
24413,3,38,2435,23621,24346,25359,26987,26416,,141,1423,251,,2,Default
24414,16,38,6763,1651,317,4187,2474,192,1651,317,4187,,192,551,Not Default
24415,36,4,12663,,,2455,6447,,,,2455,6447,,,Not Default
24416,2,44,19157,211,18768,1261,39,39,15,1768,1261,39,39,39,Not Default
24417,15,42,49728,47784,47449,47987,4851,4841,5,6,3,17,2,2,Not Default
24418,4.00E+00,38,1751,746,226,8686,8526,441,746,226,8686,8526,441,9511,Not Default
24419,8,43,,,,,,26,,,,,26,,Not Default
2442,26,34,-4,-4,-4,8117,-8,-8,,,8157,,,1673,Not Default
24421,5.00E+00,38,6178,825,2122,34159,334,24752,829,2133,34313,17,24875,839,Not Default
24422,24,34,24285,237854,24535,24277,19152,173461,1,11,9248,85,8,8,Not Default
24423,5,37,49444,5621,49326,29584,19665,19799,236,2155,186,191,96,15,Not Default
24424,1,36,975,8593,9582,8986,9691,9889,2,13,12,1,1,569,Not Default
24425,5,47,,,178,,,,,178,,,,,Not Default
24426,15,41,14172,141528,141411,143748,147159,151185,557,47,51,53,61,5,Not Default
24427,15,4,,13,13,3526,363,16854,13,13,3526,2,18158,189,Not Default
24428,13,3,29344,3268,6186,7,168,,117,325,77,168,,,Not Default
24429,12,37,21786,22126,23763,2559,25641,26228,1,2,2,1,1,1,Not Default
2443,5,39,39753,471,41342,41424,41182,41187,2,2,2,16,2,2,Default
24431,16,41,63446,6351,65439,66761,67628,68983,1699,296,37,2573,26,38,Not Default
24432,7,39,12766,55164,41549,31966,3171,3476,4,2,15,12,15,15,Default
24433,38,4,24569,251731,25728,266487,269786,265312,12,16,15,98,1,1,Not Default
24434,28,47,218,251,425,1,557,5348,251,425,1,557,5348,433,Not Default
24435,5,39,514,,,,,,,,,,,,Default
24436,3,35,8348,9678,1272,1226,1271,13839,1476,35,,1,15,,Default
24437,26,37,256,188,188,198,217,1825,188,188,198,217,1825,198,Not Default
24438,21,35,131956,134755,13989,14488,143649,146834,5,657,52,55,55,551,Not Default
24439,32,32,143,,212,34438,182,887,,212,15,182,887,787,Not Default
2444,48,41,7675,13618,12742,732,5155,1492,3,3,9398,5155,411,14254,Not Default
24441,8,42,45619,46567,47522,48373,47442,551,2,2,2,,4,,Not Default
24442,1.00E+00,43,42529,43526,46628,45578,46486,47457,173,385,,1663,1719,1728,Not Default
24443,7,31,47873,5244,55961,63341,64694,6795,6,5,1,3,5,3,Not Default
24444,3.00E+00,37,298,75,179,1576,497,-3,752,179,1579,1,,1246,Not Default
24445,15,48,1432,82478,73465,1,1,1,2433,1786,1,1,1,,Not Default
24446,14,41,13138,132726,135494,136679,13812,67349,4756,4912,3781,25,3,27,Default
24447,36,39,3956,3814,42791,3183,3693,596,3818,42887,31839,3693,3,3899,Not Default
24448,5.00E+00,47,1833,8783,1322,16546,12585,14287,8783,13357,166,12585,14287,25793,Not Default
24449,32,36,283743,28958,32561,283356,275361,268871,1213,2141,1514,9122,9518,929,Default
2445,19,44,231,3421,319,,,,319,,,,,,Not Default
24451,5,49,18139,9198,1,,,,1198,1,,,,,Default
24452,5,38,52711,4732,4854,48355,18184,18591,1769,27,1822,651,7,1,Default
24453,29,31,124626,115239,113494,1847,8295,8285,39,4864,5,2792,3,2642,Not Default
24454,11,36,58949,6131,61329,6242,63112,64325,3,3,3,25,3,25,Not Default
24455,21,31,18965,127111,9328,88223,84175,835,5,42,31,3,31,3,Not Default
24456,2,32,245,17861,18967,19633,18187,18568,,17,13,651,674,756,Default
24457,9,35,86821,71263,73515,741,235,235,4,4,3,,,,Not Default
24458,12,36,66,584,259,-66,-391,-716,843,,66,325,325,325,Not Default
24459,2,46,7283,721,1128,8818,674,7364,,45,,1,2,3,Default
2446,27,31,21129,16616,16911,14692,1397,166,1697,25,,1,,2,Not Default
24461,19,41,33798,34931,3664,3716,38237,39464,2,2,2,2,2,2,Not Default
24462,2.00E+00,33,655,27,88,,,,27,88,,,,,Not Default
24463,34,35,38214,39229,4747,4193,43397,4471,15,2,2,2,2,2,Not Default
24464,31,33,1878,1291,99,,1715,11936,1291,99,,1715,11936,277,Not Default
24465,18,3,56951,57941,58994,647,61389,6348,21,215,22,25,3,1,Not Default
24466,8,32,78239,8426,81767,7834,36895,3979,45,59,5,2,4,15,Default
24467,51,31,,1437,1723,976,7271,9551,1437,35,25,138,238,3,Default
24468,2.00E+00,44,75811,77554,79418,868,81297,8362,41,351,351,31,41,41,Not Default
24469,1.00E+00,36,15585,1243,8186,1127,188,1143,5,5,1127,1143,,7,Not Default
2447,15,35,431,8246,12865,817,195,1393,4,564,821,11,1393,3796,Default
24471,4.00E+00,35,212647,148816,12958,579,4916,4591,6,9353,1,4916,2,2,Not Default
24472,13,44,523,4998,7898,721,46431,45891,,3,,42,,78,Default
24473,42,35,9288,1688,2869,1331,3539,2926,1795,28824,13367,3547,2936,958,Not Default
24474,34,49,119,2988,39,1489,214,119,2988,39,1489,214,119,119,Not Default
24475,2.00E+00,36,199,1186,478,3,3849,4479,1186,492,3,3849,4479,812,Not Default
24476,42,32,23843,214,8,,,,32,,,,,,Not Default
24477,5,34,27465,24125,47444,4328,43719,,24125,63,5,3,34,,Not Default
24478,28,31,148186,15724,153762,155242,143679,145615,5,56,448,4117,46,46,Not Default
24479,28,31,27851,279845,,189841,193313,192742,6996,,189841,622,678,53,Default
2448,6,46,56869,57976,54398,46937,1985,1956,211,2131,21,1,1,1,Not Default
24481,36,33,24,894,1228,746,2153,37,897,1234,749,2163,38,298,Not Default
24482,22,31,224244,2129,179645,166753,8258,265,,68,664,41,11,,Default
24483,2,38,16465,1847,18877,1964,198,,3,1473,12,396,,,Not Default
24484,16,41,,,,,,,,,,,,,Default
24485,2,48,17,-22,-61,39,,19993,,,139,,2773,4,Not Default
24486,18,33,3187,3198,264,7352,1385,788,3198,264,7373,1385,788,,Not Default
24487,5.00E+00,33,28498,26117,29717,36485,6174,7148,5,5,86,2,221,7726,Not Default
24488,2,34,9662,1673,11998,131,1375,13389,118,155,1517,1257,,9,Default
24489,2,34,2216,2199,153,75,228,15,2199,153,75,114,3,78,Not Default
2449,25,45,9815,176,3596,26244,2669,31222,4541,182,15,1,5,3,Not Default
24491,32,38,2827,9222,1244,11255,11478,1172,1154,1176,1187,41,426,428,Not Default
24492,47,32,19419,116,15171,27319,3129,19211,117,1522,27329,323,33,1656,Not Default
24493,18,39,51496,51588,51869,52999,5296,5274,1838,2,2468,185,199,192,Not Default
24494,17,32,-1,-1,1,1,,,,2,,,,,Not Default
24495,2,45,8541,5577,5346,9984,1989,18356,5577,,5,189,,2,Not Default
24496,28,48,127636,128334,116879,117912,118998,11667,43,5,43,3729,38,45,Not Default
24497,29,36,42512,23991,22416,1716,12567,17199,3,21,3,3,5,5,Not Default
24498,6,36,78,39,-275,36,-3,-42,,,55,,,,Default
24499,13,27,2881,67,1919,3671,13861,21782,67,1919,3671,13861,1,5235,Not Default
245,1.00E+00,42,33816,3324,3238,31399,3448,29933,,6,,,,118,Not Default
2451,6,36,14492,53348,52817,57954,56556,5522,52,3,85,,4,7,Not Default
2452,1.00E+00,32,48,2271,41,798,,9487,,417,798,,9487,8333,Not Default
2453,5,34,48212,4927,49914,48382,5693,5364,25,22,,38,1,15,Not Default
2454,55,44,21788,,191,2291,1,15,,191,239,1,15,75,Not Default
2455,1.00E+00,46,22648,23978,23312,24617,2519,25654,2,,2,12,11,12,Default
2456,28,38,33,,,,,,,,,,,,Not Default
2457,3,32,17578,17988,2374,2738,22253,24748,1,3,1,217,3,,Not Default
2458,23,45,55,22771,2652,1297,396,8961,22771,2652,1297,396,8961,38591,Not Default
2459,8,44,1798,232,164,3612,268,164,231,11,3612,6,6,1631,Not Default
2451,8,33,59991,63371,65616,36159,36712,38194,5,4,25,25,2,1,Not Default
24511,5,31,5275,45673,48833,31769,9713,9521,2,5,25,5,317,1,Not Default
24512,5,46,1853,3656,44,,174,3715,2,1,,174,211,,Not Default
24513,28,36,198,1979,5,55176,595,289,1979,5,55176,595,289,6757,Not Default
24514,29,4,97193,98441,95169,93718,89712,8289,6,4,425,5,3241,35,Not Default
24515,5,47,44681,45736,46658,44441,18559,17781,21,29,213,7,1,1,Not Default
24516,14,41,-1,-1,166,,,,,176,,,,,Not Default
24517,8,43,435,4495,5333,7136,7599,7554,4495,15,25,1,5,1,Not Default
24518,28,32,4524,2625,441,539,6913,735,2,3,3,3,3,3,Not Default
24519,2,46,779,9985,121,13978,15932,17572,25,25,25,25,25,25,Not Default
2452,47,4,2614,37791,29581,25482,-2764,-1149,37978,29734,2563,297,28,29942,Not Default
24521,35,33,2557,2658,3182,3895,27158,27927,18,6,,1,1,668,Not Default
24522,17,34,35923,37323,3842,4468,41793,43952,2,2,3,2,3,2,Not Default
24523,2.00E+00,31,99,1,6855,15,9181,7443,11,6855,15,9181,7443,29,Not Default
24524,36,35,,4359,328,3721,315,15,4359,328,3721,315,15,999,Not Default
24525,14,41,14494,143827,14185,26141,7373,81185,1,1,5,6,76,3,Default
